Contig Number	S. lycopersicum cv Heinz (2.40)	S. lycopersicum cv Heinz (aplg ill 250+300+500+2k+3k+4k+5k)	S. habrochaites (aplg ill 170+500+2k)	S. pennellii (aplg ill 170+500+2k)	S. arcanum (aplg ill 170+500+2k)
"16696"	""	628495415	736242956	712578876	677366362
"16697"	""	628496577	736243898	712584788	677367799
"16698"	""	628497738	736244838	712590699	677369236
"16699"	""	628498899	736245777	712596609	677370673
"16700"	""	628500060	736246714	712602515	677372109
"16701"	""	628501221	736247648	712608420	677373545
"16702"	""	628502382	736248581	712614325	677374981
"16703"	""	628503543	736249513	712620229	677376417
"16704"	""	628504704	736250441	712626130	677377853
"16705"	""	628505864	736251360	712632030	677379288
"16706"	""	628507024	736252271	712637930	677380723
"16707"	""	628508184	736253181	712643828	677382158
"16708"	""	628509344	736254084	712649725	677383593
"16709"	""	628510504	""	712655621	677385027
"16710"	""	628511664	""	712661516	677386460
"16711"	""	628512824	""	712667410	677387892
"16712"	""	628513983	""	712673303	677389324
"16713"	""	628515142	""	712679195	677390755
"16714"	""	628516301	""	712685087	677392186
"16715"	""	628517460	""	712690976	677393616
"16716"	""	628518619	""	712696857	677395046
"16717"	""	628519778	""	712702738	677396475
"16718"	""	628520937	""	712708618	677397904
"16719"	""	628522096	""	712714498	677399332
"16720"	""	628523254	""	712720377	677400760
"16721"	""	628524412	""	712726256	677402187
"16722"	""	628525570	""	712732134	677403614
"16723"	""	628526728	""	712738011	677405041
"16724"	""	628527886	""	712743888	677406467
"16725"	""	628529044	""	712749762	677407893
"16726"	""	628530202	""	712755634	677409318
"16727"	""	628531359	""	712761502	677410743
"16728"	""	628532516	""	712767370	677412168
"16729"	""	628533673	""	712773238	677413593
"16730"	""	628534830	""	712779104	677415017
"16731"	""	628535987	""	712784970	677416441
"16732"	""	628537144	""	712790835	677417864
"16733"	""	628538301	""	712796699	677419287
"16734"	""	628539458	""	712802563	677420710
"16735"	""	628540615	""	712808425	677422132
"16736"	""	628541771	""	712814286	677423554
"16737"	""	628542927	""	712820147	677424976
"16738"	""	628544083	""	712826002	677426398
"16739"	""	628545239	""	712831854	677427820
"16740"	""	628546395	""	712837705	677429242
"16741"	""	628547551	""	712843556	677430663
"16742"	""	628548707	""	712849406	677432084
"16743"	""	628549863	""	712855256	677433505
"16744"	""	628551018	""	712861104	677434926
"16745"	""	628552173	""	712866951	677436347
"16746"	""	628553328	""	712872798	677437768
"16747"	""	628554483	""	712878645	677439187
"16748"	""	628555638	""	712884486	677440606
"16749"	""	628556792	""	712890326	677442025
"16750"	""	628557946	""	712896165	677443443
"16751"	""	628559099	""	712902001	677444861
"16752"	""	628560252	""	712907836	677446279
"16753"	""	628561405	""	712913670	677447697
"16754"	""	628562558	""	712919504	677449114
"16755"	""	628563710	""	712925337	677450531
"16756"	""	628564862	""	712931169	677451947
"16757"	""	628566014	""	712937000	677453363
"16758"	""	628567166	""	712942831	677454779
"16759"	""	628568318	""	712948662	677456195
"16760"	""	628569470	""	712954492	677457610
"16761"	""	628570621	""	712960318	677459025
"16762"	""	628571772	""	712966142	677460440
"16763"	""	628572923	""	712971962	677461854
"16764"	""	628574074	""	712977781	677463266
"16765"	""	628575225	""	712983599	677464678
"16766"	""	628576376	""	712989414	677466090
"16767"	""	628577527	""	712995226	677467502
"16768"	""	628578678	""	713001038	677468914
"16769"	""	628579828	""	713006846	677470325
"16770"	""	628580978	""	713012654	677471736
"16771"	""	628582128	""	713018461	677473147
"16772"	""	628583278	""	713024267	677474558
"16773"	""	628584427	""	713030071	677475968
"16774"	""	628585576	""	713035872	677477378
"16775"	""	628586725	""	713041673	677478788
"16776"	""	628587874	""	713047473	677480198
"16777"	""	628589023	""	713053273	677481607
"16778"	""	628590171	""	713059072	677483016
"16779"	""	628591319	""	713064869	677484425
"16780"	""	628592467	""	713070665	677485834
"16781"	""	628593615	""	713076461	677487243
"16782"	""	628594762	""	713082253	677488652
"16783"	""	628595909	""	713088045	677490060
"16784"	""	628597056	""	713093835	677491468
"16785"	""	628598203	""	713099620	677492876
"16786"	""	628599349	""	713105405	677494284
"16787"	""	628600495	""	713111189	677495692
"16788"	""	628601641	""	713116973	677497100
"16789"	""	628602787	""	713122756	677498507
"16790"	""	628603933	""	713128539	677499914
"16791"	""	628605079	""	713134322	677501320
"16792"	""	628606224	""	713140103	677502726
"16793"	""	628607369	""	713145883	677504131
"16794"	""	628608514	""	713151662	677505535
"16795"	""	628609659	""	713157439	677506939
"16796"	""	628610804	""	713163214	677508343
"16797"	""	628611949	""	713168988	677509746
"16798"	""	628613093	""	713174760	677511149
"16799"	""	628614237	""	713180531	677512552
"16800"	""	628615381	""	713186302	677513955
"16801"	""	628616525	""	713192072	677515358
"16802"	""	628617669	""	713197840	677516760
"16803"	""	628618813	""	713203607	677518161
"16804"	""	628619957	""	713209374	677519562
"16805"	""	628621101	""	713215138	677520962
"16806"	""	628622245	""	713220901	677522362
"16807"	""	628623388	""	713226662	677523762
"16808"	""	628624531	""	713232423	677525162
"16809"	""	628625674	""	713238184	677526562
"16810"	""	628626817	""	713243944	677527962
"16811"	""	628627960	""	713249700	677529361
"16812"	""	628629103	""	713255456	677530760
"16813"	""	628630245	""	713261211	677532159
"16814"	""	628631387	""	713266963	677533557
"16815"	""	628632529	""	713272714	677534955
"16816"	""	628633671	""	713278463	677536352
"16817"	""	628634812	""	713284212	677537749
"16818"	""	628635953	""	713289961	677539146
"16819"	""	628637094	""	713295709	677540542
"16820"	""	628638235	""	713301456	677541938
"16821"	""	628639376	""	713307202	677543333
"16822"	""	628640516	""	713312947	677544727
"16823"	""	628641656	""	713318692	677546121
"16824"	""	628642796	""	713324437	677547515
"16825"	""	628643936	""	713330181	677548909
"16826"	""	628645076	""	713335924	677550302
"16827"	""	628646215	""	713341666	677551694
"16828"	""	628647354	""	713347408	677553086
"16829"	""	628648493	""	713353149	677554478
"16830"	""	628649632	""	713358889	677555870
"16831"	""	628650771	""	713364629	677557262
"16832"	""	628651910	""	713370368	677558651
"16833"	""	628653049	""	713376102	677560040
"16834"	""	628654188	""	713381836	677561429
"16835"	""	628655327	""	713387569	677562818
"16836"	""	628656465	""	713393300	677564206
"16837"	""	628657603	""	713399030	677565594
"16838"	""	628658741	""	713404760	677566982
"16839"	""	628659879	""	713410489	677568369
"16840"	""	628661017	""	713416216	677569756
"16841"	""	628662155	""	713421940	677571143
"16842"	""	628663293	""	713427658	677572530
"16843"	""	628664431	""	713433375	677573916
"16844"	""	628665569	""	713439091	677575302
"16845"	""	628666707	""	713444805	677576687
"16846"	""	628667844	""	713450518	677578072
"16847"	""	628668981	""	713456230	677579457
"16848"	""	628670118	""	713461942	677580842
"16849"	""	628671255	""	713467654	677582227
"16850"	""	628672392	""	713473363	677583611
"16851"	""	628673529	""	713479072	677584995
"16852"	""	628674666	""	713484780	677586378
"16853"	""	628675802	""	713490488	677587760
"16854"	""	628676938	""	713496195	677589142
"16855"	""	628678074	""	713501902	677590524
"16856"	""	628679210	""	713507608	677591906
"16857"	""	628680346	""	713513313	677593288
"16858"	""	628681482	""	713519018	677594670
"16859"	""	628682618	""	713524723	677596051
"16860"	""	628683754	""	713530428	677597432
"16861"	""	628684890	""	713536133	677598812
"16862"	""	628686026	""	713541836	677600192
"16863"	""	628687161	""	713547538	677601572
"16864"	""	628688296	""	713553240	677602951
"16865"	""	628689431	""	713558942	677604330
"16866"	""	628690566	""	713564643	677605709
"16867"	""	628691701	""	713570344	677607088
"16868"	""	628692836	""	713576043	677608467
"16869"	""	628693971	""	713581739	677609845
"16870"	""	628695106	""	713587433	677611223
"16871"	""	628696241	""	713593125	677612601
"16872"	""	628697376	""	713598817	677613979
"16873"	""	628698511	""	713604508	677615356
"16874"	""	628699646	""	713610199	677616733
"16875"	""	628700780	""	713615890	677618110
"16876"	""	628701914	""	713621580	677619487
"16877"	""	628703048	""	713627269	677620863
"16878"	""	628704182	""	713632958	677622239
"16879"	""	628705316	""	713638646	677623615
"16880"	""	628706449	""	713644333	677624991
"16881"	""	628707582	""	713650019	677626367
"16882"	""	628708715	""	713655704	677627743
"16883"	""	628709848	""	713661389	677629119
"16884"	""	628710981	""	713667074	677630495
"16885"	""	628712114	""	713672759	677631870
"16886"	""	628713247	""	713678443	677633245
"16887"	""	628714380	""	713684124	677634620
"16888"	""	628715513	""	713689804	677635995
"16889"	""	628716646	""	713695480	677637369
"16890"	""	628717778	""	713701156	677638743
"16891"	""	628718910	""	713706832	677640117
"16892"	""	628720042	""	713712508	677641491
"16893"	""	628721174	""	713718182	677642864
"16894"	""	628722306	""	713723855	677644236
"16895"	""	628723437	""	713729526	677645607
"16896"	""	628724568	""	713735197	677646978
"16897"	""	628725699	""	713740868	677648349
"16898"	""	628726830	""	713746538	677649719
"16899"	""	628727961	""	713752207	677651089
"16900"	""	628729091	""	713757876	677652459
"16901"	""	628730221	""	713763544	677653829
"16902"	""	628731351	""	713769212	677655199
"16903"	""	628732481	""	713774877	677656569
"16904"	""	628733611	""	713780541	677657939
"16905"	""	628734741	""	713786205	677659308
"16906"	""	628735871	""	713791868	677660677
"16907"	""	628737000	""	713797531	677662046
"16908"	""	628738129	""	713803194	677663414
"16909"	""	628739258	""	713808856	677664781
"16910"	""	628740387	""	713814517	677666148
"16911"	""	628741516	""	713820177	677667515
"16912"	""	628742645	""	713825835	677668880
"16913"	""	628743774	""	713831491	677670245
"16914"	""	628744903	""	713837147	677671610
"16915"	""	628746032	""	713842803	677672975
"16916"	""	628747160	""	713848458	677674340
"16917"	""	628748288	""	713854113	677675704
"16918"	""	628749416	""	713859768	677677068
"16919"	""	628750544	""	713865421	677678432
"16920"	""	628751671	""	713871074	677679796
"16921"	""	628752798	""	713876727	677681159
"16922"	""	628753925	""	713882379	677682522
"16923"	""	628755052	""	713888031	677683885
"16924"	""	628756179	""	713893682	677685247
"16925"	""	628757306	""	713899333	677686608
"16926"	""	628758433	""	713904984	677687969
"16927"	""	628759560	""	713910634	677689329
"16928"	""	628760687	""	713916283	677690689
"16929"	""	628761813	""	713921931	677692048
"16930"	""	628762939	""	713927579	677693407
"16931"	""	628764065	""	713933226	677694765
"16932"	""	628765191	""	713938873	677696123
"16933"	""	628766317	""	713944519	677697480
"16934"	""	628767443	""	713950164	677698837
"16935"	""	628768569	""	713955809	677700194
"16936"	""	628769695	""	713961453	677701551
"16937"	""	628770820	""	713967097	677702907
"16938"	""	628771945	""	713972740	677704263
"16939"	""	628773070	""	713978382	677705618
"16940"	""	628774195	""	713984023	677706973
"16941"	""	628775320	""	713989664	677708328
"16942"	""	628776445	""	713995304	677709683
"16943"	""	628777570	""	714000943	677711038
"16944"	""	628778695	""	714006580	677712391
"16945"	""	628779820	""	714012216	677713742
"16946"	""	628780945	""	714017850	677715093
"16947"	""	628782070	""	714023483	677716443
"16948"	""	628783194	""	714029115	677717793
"16949"	""	628784318	""	714034747	677719142
"16950"	""	628785442	""	714040379	677720491
"16951"	""	628786565	""	714046010	677721840
"16952"	""	628787688	""	714051640	677723189
"16953"	""	628788811	""	714057268	677724538
"16954"	""	628789934	""	714062892	677725887
"16955"	""	628791057	""	714068516	677727235
"16956"	""	628792180	""	714074139	677728583
"16957"	""	628793302	""	714079762	677729931
"16958"	""	628794424	""	714085380	677731279
"16959"	""	628795546	""	714090996	677732627
"16960"	""	628796668	""	714096612	677733975
"16961"	""	628797790	""	714102228	677735322
"16962"	""	628798912	""	714107843	677736669
"16963"	""	628800034	""	714113454	677738016
"16964"	""	628801156	""	714119065	677739363
"16965"	""	628802277	""	714124676	677740709
"16966"	""	628803398	""	714130285	677742055
"16967"	""	628804519	""	714135893	677743401
"16968"	""	628805639	""	714141501	677744746
"16969"	""	628806759	""	714147109	677746091
"16970"	""	628807879	""	714152716	677747436
"16971"	""	628808999	""	714158323	677748780
"16972"	""	628810118	""	714163929	677750124
"16973"	""	628811237	""	714169535	677751468
"16974"	""	628812356	""	714175140	677752811
"16975"	""	628813475	""	714180743	677754154
"16976"	""	628814594	""	714186344	677755496
"16977"	""	628815712	""	714191944	677756838
"16978"	""	628816830	""	714197543	677758179
"16979"	""	628817948	""	714203140	677759520
"16980"	""	628819066	""	714208737	677760861
"16981"	""	628820184	""	714214334	677762202
"16982"	""	628821302	""	714219927	677763542
"16983"	""	628822420	""	714225519	677764882
"16984"	""	628823538	""	714231110	677766221
"16985"	""	628824656	""	714236701	677767560
"16986"	""	628825774	""	714242292	677768899
"16987"	""	628826891	""	714247883	677770238
"16988"	""	628828008	""	714253471	677771577
"16989"	""	628829125	""	714259059	677772916
"16990"	""	628830242	""	714264646	677774255
"16991"	""	628831359	""	714270232	677775594
"16992"	""	628832476	""	714275818	677776933
"16993"	""	628833592	""	714281403	677778272
"16994"	""	628834708	""	714286986	677779610
"16995"	""	628835824	""	714292568	677780948
"16996"	""	628836940	""	714298149	677782286
"16997"	""	628838056	""	714303730	677783624
"16998"	""	628839172	""	714309311	677784962
"16999"	""	628840288	""	714314891	677786299
"17000"	""	628841403	""	714320471	677787636
"17001"	""	628842518	""	714326049	677788973
"17002"	""	628843633	""	714331626	677790309
"17003"	""	628844747	""	714337202	677791645
"17004"	""	628845861	""	714342778	677792981
"17005"	""	628846975	""	714348351	677794316
"17006"	""	628848089	""	714353922	677795651
"17007"	""	628849203	""	714359492	677796986
"17008"	""	628850317	""	714365059	677798321
"17009"	""	628851431	""	714370626	677799656
"17010"	""	628852545	""	714376192	677800991
"17011"	""	628853658	""	714381758	677802325
"17012"	""	628854771	""	714387323	677803659
"17013"	""	628855884	""	714392887	677804993
"17014"	""	628856997	""	714398449	677806327
"17015"	""	628858110	""	714404009	677807661
"17016"	""	628859223	""	714409567	677808995
"17017"	""	628860336	""	714415124	677810328
