Contig Number	S. lycopersicum cv Heinz (2.40)	S. lycopersicum cv Heinz (aplg ill 250+300+500+2k+3k+4k+5k)	S. habrochaites (aplg ill 170+500+2k)	S. pennellii (aplg ill 170+500+2k)	S. arcanum (aplg ill 170+500+2k)
"4187"	""	455550165	522664289	445835725	470791593
"4188"	""	455595279	522720907	445889234	470842142
"4189"	""	455640372	522777514	445942733	470892690
"4190"	""	455685450	522834119	445996227	470943232
"4191"	""	455730527	522890719	446049706	470993756
"4192"	""	455775585	522947293	446103176	471044274
"4193"	""	455820623	523003845	446156642	471094788
"4194"	""	455865650	523060391	446210108	471145282
"4195"	""	455910674	523116934	446263555	471195768
"4196"	""	455955690	523173461	446316979	471246251
"4197"	""	456000664	523229984	446370389	471296711
"4198"	""	456045625	523286464	446423788	471347161
"4199"	""	456090580	523342936	446477181	471397596
"4200"	""	456135504	523399397	446530564	471448007
"4201"	""	456180406	523455838	446583918	471498408
"4202"	""	456225294	523512267	446637265	471548800
"4203"	""	456270175	523568684	446690598	471599185
"4204"	""	456315014	523625093	446743929	471649539
"4205"	""	456359852	523681499	446797259	471699890
"4206"	""	456404690	523737898	446850578	471750238
"4207"	""	456449508	523794281	446903896	471800581
"4208"	""	456494319	523850651	446957187	471850923
"4209"	""	456539127	523907013	447010472	471901249
"4210"	""	456583932	523963350	447063745	471951574
"4211"	""	456628732	524019656	447117017	472001873
"4212"	""	456673521	524075947	447170284	472052147
"4213"	""	456718308	524132233	447223541	472102419
"4214"	""	456763095	524188511	447276780	472152682
"4215"	""	456807872	524244787	447330019	472202943
"4216"	""	456852616	524301062	447383254	472253194
"4217"	""	456897333	524357333	447436471	472303442
"4218"	""	456942039	524413594	447489674	472353686
"4219"	""	456986745	524469845	447542872	472403926
"4220"	""	457031449	524526092	447596063	472454161
"4221"	""	457076146	524582332	447649252	472504390
"4222"	""	457120837	524638538	447702436	472554581
"4223"	""	457165527	524694738	447755613	472604762
"4224"	""	457210214	524750924	447808772	472654936
"4225"	""	457254901	524807098	447861927	472705102
"4226"	""	457299586	524863270	447915079	472755266
"4227"	""	457344251	524919441	447968212	472805382
"4228"	""	457388914	524975601	448021344	472855483
"4229"	""	457433571	525031749	448074473	472905579
"4230"	""	457478215	525087894	448127581	472955671
"4231"	""	457522845	525144038	448180683	473005763
"4232"	""	457567473	525200174	448233772	473055841
"4233"	""	457612099	525256289	448286847	473105882
"4234"	""	457656718	525312377	448339904	473155914
"4235"	""	457701337	525368458	448392946	473205920
"4236"	""	457745938	525424532	448445982	473255918
"4237"	""	457790534	525480585	448499004	473305908
"4238"	""	457835124	525536628	448552001	473355886
"4239"	""	457879707	525592660	448604981	473405855
"4240"	""	457924276	525648692	448657954	473455795
"4241"	""	457968841	525704716	448710926	473505726
"4242"	""	458013396	525760716	448763895	473555635
"4243"	""	458057950	525816610	448816853	473605519
"4244"	""	458102496	525872481	448869800	473655391
"4245"	""	458147032	525928343	448922736	473705256
"4246"	""	458191565	525984179	448975669	473755101
"4247"	""	458236091	526039989	449028589	473804943
"4248"	""	458280608	526095788	449081498	473854772
"4249"	""	458325114	526151559	449134393	473904598
"4250"	""	458369618	526207313	449187276	473954409
"4251"	""	458414121	526263063	449240155	474004215
"4252"	""	458458613	526318808	449293010	474053967
"4253"	""	458503098	526374547	449345861	474103710
"4254"	""	458547571	526430276	449398707	474153452
"4255"	""	458592030	526485990	449451550	474203193
"4256"	""	458636488	526541694	449504389	474252913
"4257"	""	458680941	526597378	449557222	474302626
"4258"	""	458725387	526653044	449610037	474352323
"4259"	""	458769829	526708705	449662852	474402011
"4260"	""	458814249	526764356	449715662	474451684
"4261"	""	458858637	526820006	449768453	474501338
"4262"	""	458903013	526875649	449821244	474550980
"4263"	""	458947371	526931287	449873999	474600621
"4264"	""	458991728	526986924	449926736	474650251
"4265"	""	459036081	527042557	449979465	474699878
"4266"	""	459080425	527098184	450032158	474749487
"4267"	""	459124751	527153786	450084825	474799048
"4268"	""	459169076	527209385	450137468	474848608
"4269"	""	459213394	527264946	450190110	474898164
"4270"	""	459257707	527320498	450242750	474947672
"4271"	""	459302016	527376049	450295389	474997162
"4272"	""	459346322	527431600	450347997	475046652
"4273"	""	459390625	527487149	450400602	475096135
"4274"	""	459434905	527542661	450453206	475145614
"4275"	""	459479181	527598173	450505806	475195090
"4276"	""	459523449	527653675	450558406	475244551
"4277"	""	459567716	527709176	450610988	475293998
"4278"	""	459611980	527764675	450663566	475343444
"4279"	""	459656223	527820163	450716135	475392874
"4280"	""	459700463	527875650	450768701	475442301
"4281"	""	459744685	527931119	450821252	475491718
"4282"	""	459788874	527986571	450873780	475541120
"4283"	""	459833060	528042022	450926305	475590479
"4284"	""	459877237	528097471	450978826	475639834
"4285"	""	459921414	528152905	451031341	475689178
"4286"	""	459965572	528208339	451083855	475738519
"4287"	""	460009719	528263756	451136368	475787813
"4288"	""	460053864	528319162	451188857	475837099
"4289"	""	460098006	528374533	451241335	475886372
"4290"	""	460142146	528429899	451293784	475935643
"4291"	""	460186275	528485239	451346230	475984908
"4292"	""	460230390	528540566	451398673	476034159
"4293"	""	460274501	528595875	451451100	476083403
"4294"	""	460318610	528651132	451503519	476132629
"4295"	""	460362681	528706370	451555937	476181841
"4296"	""	460406728	528761551	451608339	476231050
"4297"	""	460450759	528816732	451660737	476280231
"4298"	""	460494780	528871911	451713130	476329383
"4299"	""	460538799	528927061	451765497	476378529
"4300"	""	460582816	528982207	451817862	476427653
"4301"	""	460626827	529037336	451870221	476476774
"4302"	""	460670834	529092459	451922577	476525890
"4303"	""	460714826	529147556	451974877	476574992
"4304"	""	460758815	529202645	452027151	476624077
"4305"	""	460802800	529257712	452079417	476673158
"4306"	""	460846761	529312761	452131657	476722236
"4307"	""	460890713	529367799	452183897	476771312
"4308"	""	460934645	529422832	452236128	476820386
"4309"	""	460978555	529477847	452288357	476869452
"4310"	""	461022436	529532789	452340574	476918516
"4311"	""	461066243	529587706	452392784	476967577
"4312"	""	461110035	529642610	452444992	477016624
"4313"	""	461153822	529697512	452497196	477065663
"4314"	""	461197597	529752414	452549384	477114680
"4315"	""	461241332	529807316	452601556	477163652
"4316"	""	461285067	529862210	452653709	477212621
"4317"	""	461328798	529917079	452705858	477261588
"4318"	""	461372485	529971932	452757991	477310539
"4319"	""	461416121	530026770	452810107	477359486
"4320"	""	461459737	530081572	452862221	477408399
"4321"	""	461503339	530136364	452914329	477457305
"4322"	""	461546936	530191116	452966420	477506210
"4323"	""	461590530	530245867	453018510	477555107
"4324"	""	461634115	530300606	453070594	477603999
"4325"	""	461677700	530355323	453122672	477652888
"4326"	""	461721271	530410019	453174745	477701773
"4327"	""	461764830	530464709	453226794	477750655
"4328"	""	461808388	530519371	453278842	477799537
"4329"	""	461851941	530574030	453330873	477848416
"4330"	""	461895488	530628685	453382902	477897273
"4331"	""	461939030	530683338	453434927	477946114
"4332"	""	461982557	530737954	453486948	477994905
"4333"	""	462026078	530792550	453538968	478043687
"4334"	""	462069589	530847142	453590944	478092446
"4335"	""	462113097	530901708	453642908	478141199
"4336"	""	462156597	530956267	453694870	478189947
"4337"	""	462200071	531010792	453746827	478238666
"4338"	""	462243539	531065311	453798771	478287384
"4339"	""	462286994	531119818	453850700	478336097
"4340"	""	462330438	531174287	453902621	478384803
"4341"	""	462373877	531228718	453954483	478433505
"4342"	""	462417289	531283135	454006321	478482186
"4343"	""	462460692	531337530	454058152	478530782
"4344"	""	462504091	531391923	454109979	478579378
"4345"	""	462547490	531446295	454161798	478627967
"4346"	""	462590875	531500644	454213611	478676555
"4347"	""	462634257	531554980	454265422	478725121
"4348"	""	462677626	531609314	454317232	478773671
"4349"	""	462720983	531663645	454369027	478822204
"4350"	""	462764335	531717967	454420814	478870723
"4351"	""	462807682	531772280	454472589	478919233
"4352"	""	462851008	531826575	454524361	478967737
"4353"	""	462894332	531880853	454576132	479016241
"4354"	""	462937653	531935121	454627898	479064717
"4355"	""	462980971	531989353	454679664	479113191
"4356"	""	463024283	532043580	454731430	479161659
"4357"	""	463067575	532097794	454783189	479210120
"4358"	""	463110859	532151982	454834929	479258572
"4359"	""	463154135	532206163	454886666	479307007
"4360"	""	463197399	532260342	454938401	479355441
"4361"	""	463240656	532314510	454990129	479403871
"4362"	""	463283893	532368672	455041849	479452292
"4363"	""	463327130	532422799	455093560	479500710
"4364"	""	463370358	532476912	455145264	479549117
"4365"	""	463413582	532531021	455196965	479597490
"4366"	""	463456801	532585124	455248657	479645847
"4367"	""	463500010	532639221	455300345	479694203
"4368"	""	463543215	532693315	455352024	479742540
"4369"	""	463586419	532747393	455403696	479790869
"4370"	""	463629621	532801470	455455368	479839192
"4371"	""	463672814	532855542	455507016	479887506
"4372"	""	463715992	532909591	455558662	479935819
"4373"	""	463759145	532963640	455610306	479984132
"4374"	""	463802298	533017683	455661948	480032427
"4375"	""	463845433	533071722	455713586	480080700
"4376"	""	463888562	533125751	455765221	480128973
"4377"	""	463931689	533179768	455816851	480177239
"4378"	""	463974809	533233782	455868464	480225491
"4379"	""	464017908	533287775	455920073	480273740
"4380"	""	464061004	533341764	455971653	480321977
"4381"	""	464104092	533395738	456023221	480370213
"4382"	""	464147176	533449676	456074749	480418439
"4383"	""	464190249	533503613	456126271	480466665
"4384"	""	464233321	533557550	456177790	480514875
"4385"	""	464276380	533611471	456229303	480563012
"4386"	""	464319432	533665385	456280808	480611124
"4387"	""	464362439	533719255	456332304	480659226
"4388"	""	464405440	533773105	456383795	480707323
"4389"	""	464448433	533826937	456435284	480755392
"4390"	""	464491406	533880749	456486758	480803456
"4391"	""	464534377	533934560	456538215	480851515
"4392"	""	464577345	533988352	456589667	480899543
"4393"	""	464620310	534042141	456641111	480947569
"4394"	""	464663273	534095930	456692545	480995593
"4395"	""	464706223	534149713	456743958	481043604
"4396"	""	464749151	534203468	456795365	481091601
"4397"	""	464792069	534257205	456846759	481139573
"4398"	""	464834976	534310912	456898133	481187537
"4399"	""	464877847	534364603	456949505	481235494
"4400"	""	464920701	534418285	457000875	481283449
"4401"	""	464963552	534471953	457052214	481331401
"4402"	""	465006400	534525609	457103545	481379345
"4403"	""	465049210	534579241	457154868	481427285
"4404"	""	465092012	534632872	457206190	481475224
"4405"	""	465134793	534686501	457257508	481523154
"4406"	""	465177572	534740116	457308808	481571065
"4407"	""	465220334	534793724	457360087	481618976
"4408"	""	465263063	534847331	457411364	481666871
"4409"	""	465305781	534900936	457462626	481714765
"4410"	""	465348490	534954482	457513887	481762656
"4411"	""	465391198	535008027	457565139	481810543
"4412"	""	465433899	535061566	457616355	481858421
"4413"	""	465476588	535115078	457667564	481906277
"4414"	""	465519262	535168588	457718765	481954132
"4415"	""	465561908	535222090	457769958	482001967
"4416"	""	465604544	535275563	457821146	482049790
"4417"	""	465647180	535329035	457872334	482097611
"4418"	""	465689816	535382501	457923513	482145425
"4419"	""	465732450	535435967	457974690	482193238
"4420"	""	465775082	535489429	458025861	482241050
"4421"	""	465817713	535542880	458077028	482288860
"4422"	""	465860344	535596331	458128169	482336664
"4423"	""	465902940	535649775	458179289	482384467
"4424"	""	465945533	535703208	458230408	482432270
"4425"	""	465988121	535756606	458281525	482480068
"4426"	""	466030709	535810000	458332631	482527837
"4427"	""	466073294	535863365	458383737	482575590
"4428"	""	466115844	535916726	458434840	482623342
"4429"	""	466158380	535970084	458485923	482671085
"4430"	""	466200902	536023437	458537000	482718822
"4431"	""	466243416	536076786	458588066	482766533
"4432"	""	466285924	536130133	458639108	482814241
"4433"	""	466328427	536183480	458690142	482861946
"4434"	""	466370924	536236806	458741143	482909640
"4435"	""	466413413	536290132	458792141	482957314
"4436"	""	466455900	536343451	458843126	483004974
"4437"	""	466498385	536396761	458894099	483052633
"4438"	""	466540869	536450042	458945058	483100288
"4439"	""	466583346	536503287	458996004	483147935
"4440"	""	466625822	536556515	459046928	483195557
"4441"	""	466668284	536609742	459097814	483243173
"4442"	""	466710729	536662947	459148687	483290776
"4443"	""	466753162	536716149	459199558	483338375
"4444"	""	466795587	536769339	459250406	483385973
"4445"	""	466837996	536822521	459301253	483433562
"4446"	""	466880402	536875699	459352096	483481151
"4447"	""	466922806	536928870	459402938	483528732
"4448"	""	466965194	536982036	459453757	483576312
"4449"	""	467007566	537035179	459504540	483623876
"4450"	""	467049917	537088315	459555297	483671418
"4451"	""	467092266	537141451	459606050	483718959
"4452"	""	467134610	537194583	459656801	483766495
"4453"	""	467176947	537247704	459707531	483814006
"4454"	""	467219262	537300816	459758235	483861513
"4455"	""	467261574	537353892	459808933	483908997
"4456"	""	467303879	537406961	459859626	483956476
"4457"	""	467346158	537460005	459910305	484003949
"4458"	""	467388435	537513039	459960975	484051418
"4459"	""	467430708	537566072	460011639	484098884
"4460"	""	467472978	537619104	460062273	484146330
"4461"	""	467515240	537672071	460112894	484193769
"4462"	""	467557488	537725027	460163499	484241207
"4463"	""	467599690	537777976	460214103	484288638
"4464"	""	467641880	537830899	460264696	484336053
"4465"	""	467684060	537883790	460315287	484383452
"4466"	""	467726236	537936668	460365863	484430851
"4467"	""	467768400	537989533	460416425	484478224
"4468"	""	467810562	538042390	460466946	484525594
"4469"	""	467852719	538095244	460517458	484572960
"4470"	""	467894875	538148056	460567962	484620312
"4471"	""	467937016	538200865	460618465	484667641
"4472"	""	467979151	538253674	460668966	484714969
"4473"	""	468021281	538306477	460719456	484762289
"4474"	""	468063409	538359270	460769945	484809587
"4475"	""	468105527	538412058	460820434	484856885
"4476"	""	468147639	538464841	460870911	484904174
"4477"	""	468189750	538517617	460921374	484951452
"4478"	""	468231808	538570364	460971835	484998718
"4479"	""	468273863	538623104	461022291	485045978
"4480"	""	468315917	538675836	461072740	485093229
"4481"	""	468357971	538728564	461123184	485140478
"4482"	""	468399992	538781289	461173623	485187721
"4483"	""	468442013	538834013	461224043	485234956
"4484"	""	468484021	538886733	461274450	485282189
"4485"	""	468526018	538939418	461324846	485329420
"4486"	""	468568007	538992062	461375209	485376650
"4487"	""	468609996	539044699	461425569	485423878
"4488"	""	468651967	539097336	461475924	485471079
"4489"	""	468693916	539149968	461526272	485518277
"4490"	""	468735834	539202592	461576609	485565473
"4491"	""	468777749	539255197	461626911	485612655
"4492"	""	468819644	539307796	461677207	485659820
"4493"	""	468861536	539360389	461727500	485706983
"4494"	""	468903412	539412952	461777790	485754121
"4495"	""	468945278	539465508	461828064	485801238
"4496"	""	468987141	539518060	461878334	485848343
"4497"	""	469028999	539570577	461928603	485895431
"4498"	""	469070853	539623093	461978864	485942512
"4499"	""	469112707	539675607	462029113	485989593
"4500"	""	469154556	539728115	462079355	486036646
"4501"	""	469196399	539780596	462129588	486083688
"4502"	""	469238235	539833071	462179804	486130728
"4503"	""	469280060	539885543	462230014	486177757
"4504"	""	469321873	539938013	462280222	486224786
"4505"	""	469363686	539990457	462330426	486271807
"4506"	""	469405491	540042901	462380599	486318825
"4507"	""	469447294	540095343	462430762	486365833
"4508"	""	469489088	540147780	462480919	486412817
"4509"	""	469530882	540200204	462531067	486459792
"4510"	""	469572655	540252623	462581199	486506756
"4511"	""	469614420	540305036	462631323	486553707
"4512"	""	469656162	540357447	462681446	486600650
"4513"	""	469697904	540409854	462731549	486647593
"4514"	""	469739634	540462248	462781642	486694535
"4515"	""	469781324	540514610	462831719	486741472
"4516"	""	469822990	540566951	462881780	486788408
"4517"	""	469864642	540619284	462931837	486835332
"4518"	""	469906275	540671581	462981879	486882240
"4519"	""	469947899	540723854	463031900	486929138
"4520"	""	469989500	540776117	463081920	486976033
"4521"	""	470031094	540828378	463131940	487022922
"4522"	""	470072677	540880630	463181946	487069800
"4523"	""	470114255	540932828	463231928	487116671
"4524"	""	470155828	540985019	463281880	487163540
"4525"	""	470197400	541037198	463331832	487210408
"4526"	""	470238971	541089364	463381782	487257273
"4527"	""	470280539	541141506	463431719	487304136
"4528"	""	470322091	541193618	463481654	487350991
"4529"	""	470363635	541245695	463531587	487397841
"4530"	""	470405170	541297772	463581498	487444671
"4531"	""	470446664	541349847	463631407	487491500
"4532"	""	470488137	541401921	463681259	487538329
"4533"	""	470529607	541453992	463731097	487585152
"4534"	""	470571068	541506062	463780913	487631944
"4535"	""	470612527	541558105	463830728	487678731
"4536"	""	470653984	541610139	463880525	487725512
"4537"	""	470695438	541662155	463930312	487772289
"4538"	""	470736884	541714169	463980081	487819049
"4539"	""	470778326	541766157	464029834	487865801
"4540"	""	470819762	541818139	464079582	487912551
"4541"	""	470861193	541870101	464129330	487959280
"4542"	""	470902617	541922013	464179070	488006008
"4543"	""	470944037	541973905	464228805	488052736
"4544"	""	470985452	542025791	464278524	488099453
"4545"	""	471026864	542077667	464328240	488146170
"4546"	""	471068267	542129541	464377953	488192868
"4547"	""	471109660	542181406	464427659	488239563
"4548"	""	471151034	542233257	464477363	488286232
"4549"	""	471192407	542285108	464527061	488332896
"4550"	""	471233777	542336956	464576751	488379554
"4551"	""	471275143	542388801	464626425	488426197
"4552"	""	471316500	542440639	464676088	488472826
"4553"	""	471357856	542492463	464725745	488519446
"4554"	""	471399201	542544248	464775372	488566066
"4555"	""	471440529	542596018	464824990	488612674
"4556"	""	471481851	542647777	464874608	488659269
"4557"	""	471523149	542699520	464924221	488705861
"4558"	""	471564445	542751261	464973806	488752452
"4559"	""	471605712	542802982	465023386	488799030
"4560"	""	471646974	542854688	465072960	488845600
"4561"	""	471688219	542906319	465122532	488892167
"4562"	""	471729436	542957927	465172102	488938733
"4563"	""	471770644	543009512	465221671	488985282
"4564"	""	471811837	543061088	465271231	489031806
"4565"	""	471853014	543112656	465320790	489078324
"4566"	""	471894177	543164217	465370337	489124824
"4567"	""	471935330	543215776	465419865	489171277
"4568"	""	471976481	543267334	465469383	489217728
"4569"	""	472017597	543318881	465518901	489264172
"4570"	""	472058706	543370411	465568406	489310612
"4571"	""	472099805	543421926	465617900	489357051
"4572"	""	472140894	543473433	465667394	489403469
"4573"	""	472181976	543524938	465716872	489449883
"4574"	""	472223054	543576412	465766322	489496286
"4575"	""	472264127	543627883	465815751	489542685
"4576"	""	472305193	543679345	465865178	489589080
"4577"	""	472346238	543730800	465914595	489635475
"4578"	""	472387272	543782251	465964002	489681865
"4579"	""	472428296	543833699	466013405	489728243
"4580"	""	472469305	543885143	466062808	489774603
"4581"	""	472510304	543936580	466112199	489820932
"4582"	""	472551301	543987995	466161583	489867248
"4583"	""	472592270	544039394	466210960	489913553
"4584"	""	472633232	544090784	466260331	489959853
"4585"	""	472674155	544142157	466309694	490006132
"4586"	""	472715073	544193530	466359047	490052403
"4587"	""	472755985	544244888	466408398	490098671
"4588"	""	472796886	544296244	466457746	490144933
"4589"	""	472837785	544347585	466507092	490191182
"4590"	""	472878683	544398905	466556414	490237421
"4591"	""	472919574	544450209	466605730	490283631
"4592"	""	472960464	544501511	466655024	490329837
"4593"	""	473001328	544552789	466704298	490376040
"4594"	""	473042185	544604063	466753559	490422236
"4595"	""	473083024	544655295	466802817	490468429
"4596"	""	473123863	544706519	466852072	490514604
"4597"	""	473164700	544757719	466901324	490560761
"4598"	""	473205530	544808910	466950572	490606906
"4599"	""	473246352	544860095	466999819	490653032
"4600"	""	473287164	544911271	467049061	490699149
"4601"	""	473327974	544962447	467098299	490745260
"4602"	""	473368779	545013620	467147534	490791364
"4603"	""	473409567	545064786	467196763	490837468
"4604"	""	473450340	545115930	467245987	490883572
"4605"	""	473491112	545167056	467295211	490929642
"4606"	""	473531878	545218162	467344430	490975711
"4607"	""	473572628	545269263	467393624	491021752
"4608"	""	473613364	545320358	467442804	491067791
"4609"	""	473654099	545371424	467491979	491113822
"4610"	""	473694812	545422479	467541140	491159833
"4611"	""	473735523	545473518	467590299	491205842
"4612"	""	473776227	545524545	467639426	491251848
"4613"	""	473816896	545575563	467688547	491297840
"4614"	""	473857547	545626577	467737658	491343826
"4615"	""	473898168	545677588	467786756	491389810
"4616"	""	473938757	545728586	467835853	491435787
"4617"	""	473979333	545779583	467884939	491481755
"4618"	""	474019905	545830559	467934023	491527721
"4619"	""	474060470	545881527	467983068	491573673
"4620"	""	474101030	545932448	468032106	491619613
"4621"	""	474141577	545983368	468081133	491665553
"4622"	""	474182113	546034283	468130158	491711457
"4623"	""	474222625	546085194	468179173	491757349
"4624"	""	474263133	546136103	468228180	491803227
"4625"	""	474303636	546187009	468277174	491849099
"4626"	""	474344115	546237904	468326156	491894970
"4627"	""	474384582	546288783	468375116	491940825
"4628"	""	474425036	546339636	468424049	491986655
"4629"	""	474465483	546390485	468472980	492032479
"4630"	""	474505927	546441302	468521907	492078298
"4631"	""	474546368	546492115	468570833	492124115
"4632"	""	474586807	546542923	468619742	492169910
"4633"	""	474627237	546593728	468668643	492215697
"4634"	""	474667662	546644533	468717542	492261479
"4635"	""	474708081	546695332	468766411	492307245
"4636"	""	474748494	546746120	468815279	492353009
"4637"	""	474788900	546796903	468864143	492398769
"4638"	""	474829295	546847686	468913004	492444528
"4639"	""	474869682	546898466	468961850	492490273
"4640"	""	474910065	546949244	469010669	492536014
"4641"	""	474950447	547000015	469059487	492581743
"4642"	""	474990819	547050779	469108296	492627468
"4643"	""	475031186	547101540	469157105	492673171
"4644"	""	475071538	547152300	469205911	492718874
"4645"	""	475111863	547203059	469254717	492764575
"4646"	""	475152182	547253814	469303512	492810265
"4647"	""	475192495	547304539	469352298	492855951
"4648"	""	475232803	547355228	469401064	492901636
"4649"	""	475273082	547405894	469449791	492947311
"4650"	""	475313357	547456559	469498514	492992985
"4651"	""	475353629	547507222	469547222	493038645
"4652"	""	475393897	547557875	469595930	493084303
"4653"	""	475434159	547608527	469644606	493129951
"4654"	""	475474419	547659177	469693281	493175571
"4655"	""	475514677	547709823	469741952	493221187
"4656"	""	475554933	547760456	469790604	493266792
"4657"	""	475595187	547811074	469839200	493312387
"4658"	""	475635435	547861682	469887792	493357982
"4659"	""	475675680	547912288	469936383	493403575
"4660"	""	475715923	547962884	469984971	493449119
"4661"	""	475756153	548013479	470033558	493494652
"4662"	""	475796373	548064057	470082134	493540150
"4663"	""	475836592	548114608	470130705	493585648
"4664"	""	475876807	548165154	470179272	493631144
"4665"	""	475917004	548215661	470227837	493676639
"4666"	""	475957199	548266160	470276390	493722087
"4667"	""	475997388	548316656	470324932	493767526
"4668"	""	476037560	548367151	470373472	493812943
"4669"	""	476077726	548417644	470422011	493858358
"4670"	""	476117888	548468107	470470547	493903742
"4671"	""	476158033	548518538	470519074	493949122
"4672"	""	476198176	548568964	470567591	493994482
"4673"	""	476238293	548619380	470616108	494039839
"4674"	""	476278380	548669786	470664610	494085194
"4675"	""	476318463	548720184	470713085	494130537
"4676"	""	476358532	548770567	470761558	494175876
"4677"	""	476398601	548820943	470810028	494221214
"4678"	""	476438660	548871308	470858490	494266543
"4679"	""	476478692	548921639	470906945	494311868
"4680"	""	476518724	548971967	470955393	494357192
"4681"	""	476558755	549022282	471003828	494402512
"4682"	""	476598782	549072574	471052250	494447831
"4683"	""	476638808	549122850	471100644	494493149
"4684"	""	476678814	549173125	471149027	494538449
"4685"	""	476718816	549223396	471197387	494583746
"4686"	""	476758811	549273659	471245736	494629042
"4687"	""	476798794	549323905	471294073	494674335
"4688"	""	476838765	549374151	471342392	494719619
"4689"	""	476878736	549424374	471390710	494764898
"4690"	""	476918696	549474592	471439021	494810163
"4691"	""	476958642	549524765	471487331	494855419
"4692"	""	476998583	549574928	471535637	494900673
"4693"	""	477038522	549625078	471583932	494945926
"4694"	""	477078445	549675216	471632225	494991173
"4695"	""	477118361	549725329	471680507	495036418
"4696"	""	477158243	549775441	471728725	495081649
"4697"	""	477198119	549825543	471776925	495126879
"4698"	""	477237974	549875617	471825117	495172102
"4699"	""	477277826	549925655	471873309	495217317
"4700"	""	477317672	549975688	471921501	495262527
"4701"	""	477357514	550025701	471969685	495307730
"4702"	""	477397353	550075689	472017857	495352920
"4703"	""	477437188	550125654	472066024	495398107
"4704"	""	477477011	550175605	472114189	495443289
"4705"	""	477516833	550225497	472162350	495488463
"4706"	""	477556654	550275377	472210497	495533625
"4707"	""	477596468	550325245	472258643	495578785
"4708"	""	477636245	550375088	472306778	495623940
"4709"	""	477676018	550424930	472354880	495669080
"4710"	""	477715790	550474768	472402975	495714219
"4711"	""	477755548	550524600	472451054	495759356
"4712"	""	477795296	550574411	472499125	495804478
"4713"	""	477835035	550624210	472547162	495849591
"4714"	""	477874770	550674003	472595186	495894691
"4715"	""	477914497	550723792	472643197	495939790
"4716"	""	477954219	550773577	472691196	495984874
"4717"	""	477993937	550823297	472739147	496029956
"4718"	""	478033653	550873002	472787085	496075035
"4719"	""	478073366	550922695	472835004	496120108
"4720"	""	478113071	550972382	472882898	496165153
"4721"	""	478152766	551022053	472930785	496210185
"4722"	""	478192446	551071719	472978658	496255209
"4723"	""	478232123	551121384	473026502	496300232
"4724"	""	478271797	551171038	473074340	496345251
"4725"	""	478311466	551220688	473122171	496390268
"4726"	""	478351129	551270329	473170001	496435265
"4727"	""	478390786	551319962	473217807	496480245
"4728"	""	478430435	551369593	473265605	496525225
"4729"	""	478470079	551419217	473313395	496570199
"4730"	""	478509715	551468839	473361184	496615167
"4731"	""	478549341	551518456	473408938	496660131
"4732"	""	478588967	551568072	473456682	496705083
"4733"	""	478628570	551617661	473504421	496750010
"4734"	""	478668171	551667220	473552157	496794932
"4735"	""	478707768	551716772	473599886	496839848
"4736"	""	478747331	551766296	473647610	496884761
"4737"	""	478786853	551815809	473695329	496929672
"4738"	""	478826372	551865285	473743038	496974583
"4739"	""	478865880	551914736	473790746	497019486
"4740"	""	478905382	551964187	473838453	497064356
"4741"	""	478944868	552013614	473886159	497109226
"4742"	""	478984313	552063041	473933851	497154085
"4743"	""	479023744	552112464	473981538	497198937
"4744"	""	479063170	552161826	474029217	497243770
"4745"	""	479102567	552211187	474076886	497288602
"4746"	""	479141959	552260545	474124551	497333405
"4747"	""	479181339	552309888	474172157	497378201
"4748"	""	479220717	552359227	474219758	497422991
"4749"	""	479260092	552408524	474267342	497467766
"4750"	""	479299456	552457802	474314924	497512494
"4751"	""	479338819	552507065	474362504	497557218
"4752"	""	479378169	552556315	474410083	497601936
"4753"	""	479417510	552605564	474457662	497646648
"4754"	""	479456834	552654811	474505240	497691329
"4755"	""	479496157	552704056	474552814	497735985
"4756"	""	479535447	552753299	474600388	497780636
"4757"	""	479574733	552802530	474647948	497825286
"4758"	""	479614012	552851754	474695507	497869921
"4759"	""	479653266	552900975	474743063	497914555
"4760"	""	479692509	552950188	474790610	497959182
"4761"	""	479731741	552999397	474838155	498003805
"4762"	""	479770970	553048602	474885697	498048427
"4763"	""	479810187	553097806	474933236	498093033
"4764"	""	479849393	553147003	474980757	498137610
"4765"	""	479888595	553196195	475028277	498182186
"4766"	""	479927762	553245382	475075783	498226761
"4767"	""	479966929	553294559	475123288	498271321
"4768"	""	480006092	553343709	475170768	498315865
"4769"	""	480045250	553392811	475218237	498360395
"4770"	""	480084402	553441900	475265700	498404922
"4771"	""	480123543	553490988	475313136	498449434
"4772"	""	480162682	553540060	475360562	498493936
"4773"	""	480201819	553589126	475407982	498538390
"4774"	""	480240940	553638184	475455377	498582837
"4775"	""	480280042	553687239	475502763	498627281
"4776"	""	480319142	553736291	475550125	498671725
"4777"	""	480358234	553785319	475597487	498716167
"4778"	""	480397319	553834339	475644822	498760605
"4779"	""	480436404	553883355	475692156	498805034
"4780"	""	480475484	553932355	475739476	498849462
"4781"	""	480514562	553981331	475786793	498893863
"4782"	""	480553622	554030307	475834084	498938246
"4783"	""	480592666	554079281	475881373	498982629
"4784"	""	480631705	554128241	475928661	499026989
"4785"	""	480670741	554177201	475975947	499071336
"4786"	""	480709777	554226143	476023226	499115665
"4787"	""	480748799	554275075	476070500	499159993
"4788"	""	480787821	554323992	476117771	499204320
"4789"	""	480826842	554372906	476165034	499248630
