Contig Number	heinz reference (2.40)	heinz (aplg ill 250+300+500+2k+3k+4k+5k)	habrochaites (aplg ill 170+2k)	habrochaites (aplg ill 170+500+2k)+(scarpa 454 8k+20k)	pennellii (aplg ill 170+2k)	pennellii (aplg ill 170+500+2k)+(scarpa 454 3k+8k+20k)	arcanum (clc ill 170+2k 454 8k+20k) non default	arcanum (aplg ill 170+2k)	arcanum (aplg ill 170+500+2k)+(scarpa 454 8k+20k)
"7796"	""	564656168	656021842	759526291	583260656	708129165	325098352	599996198	713151045
"7797"	""	564675383	656045650	759530410	583288515	708145391	325121865	600018991	713156588
"7798"	""	564694597	656069457	759534529	583316371	708161607	325145375	600041780	713162130
"7799"	""	564713808	656093263	759538646	583344226	708177821	325168883	600064559	713167669
"7800"	""	564733013	656117063	759542762	583372081	708194034	325192390	600087336	713173208
"7801"	""	564752211	656140859	759546876	583399936	708210245	325215895	600110109	713178747
"7802"	""	564771406	656164653	759550990	583427787	708226451	325239398	600132879	713184283
"7803"	""	564790592	656188443	759555103	583455634	708242657	325262900	600155647	713189819
"7804"	""	564809777	656212227	759559215	583483480	708258858	325286401	600178409	713195353
"7805"	""	564828954	656236009	759563321	583511326	708275055	325309900	600201170	713200884
"7806"	""	564848116	656259781	759567427	583539167	708291249	325333397	600223930	713206415
"7807"	""	564867274	656283542	759571531	583566987	708307433	325356892	600246688	713211944
"7808"	""	564886430	656307300	759575634	583594803	708323612	325380387	600269446	713217470
"7809"	""	564905570	656331056	759579736	583622605	708339786	325403879	600292203	713222995
"7810"	""	564924706	656354807	759583837	583650407	708355956	325427360	600314957	713228503
"7811"	""	564943842	656378556	759587935	583678207	708372122	325450840	600337707	713234007
"7812"	""	564962969	656402302	759592028	583706004	708388282	325474320	600360456	713239509
"7813"	""	564982094	656426039	759596121	583733799	708404442	325497796	600383204	713245006
"7814"	""	565001213	656449774	759600212	583761590	708420594	325521272	600405950	713250503
"7815"	""	565020331	656473505	759604302	583789376	708436741	325544743	600428695	713255996
"7816"	""	565039448	656497231	759608391	583817157	708452882	325568213	600451437	713261488
"7817"	""	565058562	656520952	759612479	583844937	708469021	325591682	600474174	713266979
"7818"	""	565077673	656544668	759616567	583872706	708485157	325615151	600496904	713272468
"7819"	""	565096780	656568376	759620654	583900470	708501286	325638619	600519632	713277957
"7820"	""	565115879	656592082	759624741	583928234	708517414	325662085	600542350	713283441
"7821"	""	565134976	656615788	759628827	583955994	708533535	325685550	600565065	713288924
"7822"	""	565154066	656639486	759632909	583983754	708549652	325709011	600587779	713294406
"7823"	""	565173149	656663181	759636989	584011512	708565768	325732472	600610487	713299888
"7824"	""	565192231	656686874	759641067	584039270	708581882	325755932	600633192	713305369
"7825"	""	565211313	656710559	759645144	584067027	708597994	325779391	600655896	713310848
"7826"	""	565230383	656734241	759649218	584094776	708614100	325802845	600678584	713316326
"7827"	""	565249452	656757917	759653291	584122516	708630203	325826293	600701265	713321803
"7828"	""	565268518	656781590	759657362	584150253	708646303	325849737	600723943	713327278
"7829"	""	565287575	656805261	759661431	584177987	708662388	325873176	600746606	713332753
"7830"	""	565306629	656828922	759665495	584205718	708678467	325896613	600769269	713338226
"7831"	""	565325675	656852583	759669559	584233447	708694545	325920048	600791923	713343699
"7832"	""	565344719	656876233	759673619	584261171	708710621	325943483	600814577	713349169
"7833"	""	565363762	656899881	759677677	584288893	708726690	325966916	600837228	713354637
"7834"	""	565382802	656923526	759681733	584316582	708742753	325990348	600859872	713360105
"7835"	""	565401839	656947169	759685776	584344271	708758811	326013780	600882514	713365572
"7836"	""	565420875	656970803	759689814	584371959	708774861	326037212	600905152	713371035
"7837"	""	565439910	656994432	759693844	584399640	708790911	326060643	600927789	713376496
"7838"	""	565458938	657018046	759697873	584427317	708806961	326084070	600950423	713381956
"7839"	""	565477962	657041659	759701900	584454994	708823010	326107496	600973053	713387415
"7840"	""	565496985	657065259	759705926	584482669	708839058	326130921	600995679	713392874
"7841"	""	565516008	657088855	759709952	584510330	708855079	326154346	601018294	713398331
"7842"	""	565535030	657112445	759713977	584537990	708871096	326177769	601040889	713403786
"7843"	""	565554049	657136030	759718000	584565647	708887110	326201191	601063482	713409237
"7844"	""	565573060	657159606	759722023	584593303	708903123	326224611	601086064	713414686
"7845"	""	565592063	657183181	759726046	584620955	708919132	326248031	601108645	713420135
"7846"	""	565611063	657206743	759730068	584648605	708935128	326271450	601131223	713425583
"7847"	""	565630062	657230283	759734081	584676255	708951120	326294867	601153798	713431028
"7848"	""	565649060	657253821	759738092	584703903	708967108	326318284	601176371	713436468
"7849"	""	565668055	657277351	759742098	584731547	708983094	326341695	601198943	713441908
"7850"	""	565687046	657300879	759746103	584759182	708999073	326365102	601221506	713447346
"7851"	""	565706036	657324391	759750107	584786815	709015051	326388509	601244065	713452783
"7852"	""	565725025	657347902	759754111	584814440	709031025	326411912	601266623	713458220
"7853"	""	565744013	657371410	759758113	584842064	709046990	326435313	601289168	713463654
"7854"	""	565762981	657394915	759762114	584869681	709062953	326458713	601311705	713469087
"7855"	""	565781939	657418415	759766115	584897294	709078915	326482111	601334238	713474519
"7856"	""	565800896	657441902	759770116	584924902	709094869	326505507	601356769	713479947
"7857"	""	565819851	657465386	759774114	584952506	709110817	326528901	601379295	713485375
"7858"	""	565838777	657488867	759778112	584980109	709126759	326552295	601401815	713490802
"7859"	""	565857701	657512317	759782102	585007708	709142692	326575689	601424325	713496228
"7860"	""	565876623	657535765	759786092	585035306	709158620	326599077	601446826	713501649
"7861"	""	565895544	657559212	759790077	585062900	709174541	326622458	601469324	713507069
"7862"	""	565914463	657582657	759794062	585090490	709190458	326645837	601491817	713512489
"7863"	""	565933373	657606102	759798046	585118079	709206372	326669215	601514301	713517908
"7864"	""	565952282	657629546	759802029	585145667	709222285	326692592	601536782	713523323
"7865"	""	565971190	657652985	759806012	585173251	709238196	326715968	601559246	713528738
"7866"	""	565990094	657676423	759809995	585200828	709254105	326739342	601581703	713534152
"7867"	""	566008998	657699858	759813974	585228400	709270011	326762715	601604160	713539565
"7868"	""	566027892	657723289	759817953	585255971	709285895	326786087	601626612	713544976
"7869"	""	566046783	657746718	759821931	585283540	709301778	326809457	601649062	713550386
"7870"	""	566065673	657770136	759825907	585311107	709317657	326832821	601671508	713555794
"7871"	""	566084554	657793549	759829883	585338665	709333531	326856184	601693949	713561202
"7872"	""	566103434	657816958	759833858	585366221	709349405	326879545	601716389	713566609
"7873"	""	566122314	657840363	759837828	585393773	709365269	326902905	601738824	713572014
"7874"	""	566141193	657863766	759841795	585421321	709381132	326926265	601761253	713577415
"7875"	""	566160071	657887167	759845760	585448869	709396983	326949624	601783679	713582815
"7876"	""	566178943	657910568	759849725	585476416	709412828	326972980	601806102	713588214
"7877"	""	566197810	657933968	759853690	585503963	709428671	326996335	601828524	713593613
"7878"	""	566216674	657957365	759857653	585531509	709444514	327019687	601850944	713599010
"7879"	""	566235526	657980756	759861610	585559054	709460351	327043038	601873350	713604392
"7880"	""	566254377	658004143	759865567	585586591	709476187	327066386	601895751	713609772
"7881"	""	566273226	658027520	759869518	585614127	709492022	327089733	601918150	713615152
"7882"	""	566292070	658050896	759873469	585641659	709507856	327113079	601940542	713620530
"7883"	""	566310913	658074263	759877413	585669190	709523689	327136424	601962932	713625905
"7884"	""	566329750	658097630	759881339	585696720	709539519	327159767	601985314	713631278
"7885"	""	566348581	658120992	759885265	585724233	709555342	327183109	602007693	713636649
"7886"	""	566367404	658144341	759889191	585751745	709571164	327206448	602030063	713642017
"7887"	""	566386226	658167686	759893113	585779256	709586983	327229786	602052424	713647382
"7888"	""	566405046	658191031	759897034	585806764	709602801	327253124	602074784	713652747
"7889"	""	566423859	658214374	759900955	585834245	709618617	327276459	602097140	713658111
"7890"	""	566442671	658237715	759904875	585861723	709634425	327299794	602119496	713663473
"7891"	""	566461479	658261055	759908795	585889186	709650232	327323128	602141846	713668834
"7892"	""	566480286	658284390	759912714	585916646	709666036	327346462	602164192	713674194
"7893"	""	566499091	658307719	759916629	585944104	709681839	327369793	602186511	713679548
"7894"	""	566517895	658331038	759920543	585971558	709697640	327393122	602208825	713684902
"7895"	""	566536696	658354354	759924450	585998993	709713438	327416451	602231125	713690254
"7896"	""	566555495	658377670	759928351	586026424	709729226	327439779	602253422	713695600
"7897"	""	566574292	658400980	759932252	586053843	709745010	327463107	602275713	713700945
"7898"	""	566593071	658424281	759936150	586081261	709760791	327486433	602297990	713706290
"7899"	""	566611844	658447581	759940047	586108672	709776568	327509758	602320267	713711633
"7900"	""	566630613	658470878	759943943	586136068	709792335	327533080	602342543	713716974
"7901"	""	566649382	658494174	759947838	586163464	709808092	327556400	602364817	713722305
"7902"	""	566668150	658517468	759951729	586190859	709823847	327579720	602387090	713727636
"7903"	""	566686914	658540745	759955620	586218252	709839593	327603035	602409342	713732966
"7904"	""	566705678	658564013	759959509	586245640	709855338	327626345	602431590	713738295
"7905"	""	566724440	658587279	759963398	586273022	709871079	327649654	602453830	713743619
"7906"	""	566743194	658610544	759967282	586300404	709886808	327672963	602476063	713748937
"7907"	""	566761947	658633796	759971163	586327785	709902537	327696269	602498296	713754255
"7908"	""	566780700	658657036	759975042	586355163	709918264	327719572	602520525	713759572
"7909"	""	566799438	658680271	759978919	586382534	709933982	327742875	602542741	713764888
"7910"	""	566818176	658703506	759982795	586409901	709949700	327766177	602564946	713770199
"7911"	""	566836911	658726725	759986671	586437252	709965418	327789478	602587146	713775509
"7912"	""	566855637	658749936	759990547	586464603	709981135	327812777	602609341	713780819
"7913"	""	566874360	658773137	759994422	586491949	709996849	327836076	602631534	713786123
"7914"	""	566893072	658796335	759998296	586519291	710012557	327859374	602653723	713791425
"7915"	""	566911779	658819525	760002169	586546630	710028264	327882671	602675898	713796727
"7916"	""	566930485	658842713	760006042	586573968	710043970	327905968	602698071	713802026
"7917"	""	566949186	658865897	760009914	586601305	710059674	327929261	602720235	713807321
"7918"	""	566967883	658889073	760013783	586628638	710075376	327952554	602742399	713812613
"7919"	""	566986575	658912238	760017652	586655954	710091068	327975845	602764561	713817905
"7920"	""	567005260	658935398	760021519	586683266	710106758	327999135	602786721	713823191
"7921"	""	567023927	658958553	760025385	586710571	710122445	328022422	602808877	713828476
"7922"	""	567042584	658981706	760029249	586737874	710138129	328045708	602831028	713833760
"7923"	""	567061234	659004857	760033113	586765175	710153813	328068993	602853174	713839042
"7924"	""	567079883	659028007	760036975	586792447	710169492	328092278	602875318	713844324
"7925"	""	567098531	659051154	760040836	586819715	710185169	328115562	602897455	713849606
"7926"	""	567117167	659074295	760044695	586846971	710200845	328138845	602919591	713854881
"7927"	""	567135801	659097433	760048552	586874222	710216514	328162124	602941716	713860154
"7928"	""	567154414	659120570	760052409	586901472	710232182	328185402	602963835	713865424
"7929"	""	567173017	659143706	760056265	586928720	710247848	328208679	602985954	713870693
"7930"	""	567191618	659166839	760060121	586955968	710263512	328231953	603008072	713875961
"7931"	""	567210217	659189965	760063977	586983210	710279176	328255226	603030187	713881215
"7932"	""	567228813	659213086	760067832	587010444	710294839	328278498	603052298	713886468
"7933"	""	567247405	659236204	760071683	587037677	710310499	328301770	603074406	713891720
"7934"	""	567265992	659259320	760075534	587064909	710326148	328325042	603096512	713896972
"7935"	""	567284576	659282435	760079384	587092138	710341795	328348314	603118617	713902224
"7936"	""	567303144	659305544	760083233	587119364	710357441	328371585	603140721	713907474
"7937"	""	567321711	659328645	760087081	587146583	710373086	328394856	603162824	713912721
"7938"	""	567340274	659351746	760090929	587173785	710388731	328418126	603184926	713917968
"7939"	""	567358836	659374845	760094775	587200986	710404372	328441395	603207028	713923212
"7940"	""	567377395	659397943	760098616	587228184	710420008	328464664	603229122	713928455
"7941"	""	567395950	659421038	760102455	587255379	710435643	328487927	603251206	713933697
"7942"	""	567414504	659444126	760106293	587282573	710451277	328511186	603273277	713938938
"7943"	""	567433058	659467209	760110127	587309760	710466906	328534443	603295348	713944178
"7944"	""	567451609	659490290	760113961	587336945	710482527	328557699	603317413	713949417
"7945"	""	567470154	659513367	760117794	587364125	710498142	328580951	603339462	713954650
"7946"	""	567488694	659536438	760121626	587391300	710513752	328604203	603361511	713959883
"7947"	""	567507233	659559509	760125456	587418470	710529361	328627454	603383554	713965115
"7948"	""	567525772	659582579	760129282	587445638	710544968	328650705	603405592	713970344
"7949"	""	567544306	659605647	760133108	587472805	710560568	328673955	603427629	713975573
"7950"	""	567562832	659628707	760136931	587499966	710576166	328697201	603449661	713980798
"7951"	""	567581354	659651764	760140754	587527120	710591763	328720447	603471685	713986019
"7952"	""	567599873	659674819	760144577	587554273	710607359	328743692	603493691	713991239
"7953"	""	567618376	659697873	760148397	587581426	710622950	328766933	603515692	713996456
"7954"	""	567636873	659720904	760152215	587608578	710638532	328790173	603537688	714001673
"7955"	""	567655369	659743926	760156032	587635699	710654110	328813411	603559670	714006888
"7956"	""	567673861	659766945	760159845	587662816	710669688	328836638	603581651	714012100
"7957"	""	567692352	659789963	760163658	587689931	710685260	328859865	603603607	714017311
"7958"	""	567710841	659812977	760167468	587717039	710700831	328883090	603625563	714022521
"7959"	""	567729329	659835990	760171278	587744146	710716399	328906315	603647514	714027720
"7960"	""	567747815	659858989	760175088	587771240	710731959	328929539	603669463	714032917
"7961"	""	567766301	659881962	760178898	587798330	710747518	328952756	603691410	714038114
"7962"	""	567784778	659904934	760182705	587825418	710763073	328975971	603713356	714043308
"7963"	""	567803251	659927903	760186504	587852501	710778628	328999184	603735301	714048501
"7964"	""	567821713	659950871	760190301	587879584	710794181	329022397	603757239	714053691
"7965"	""	567840173	659973839	760194096	587906659	710809731	329045610	603779168	714058880
"7966"	""	567858631	659996805	760197891	587933731	710825270	329068820	603801081	714064065
"7967"	""	567877078	660019769	760201685	587960800	710840794	329092029	603822981	714069250
"7968"	""	567895509	660042731	760205473	587987860	710856313	329115236	603844871	714074434
"7969"	""	567913938	660065678	760209259	588014914	710871830	329138443	603866757	714079616
"7970"	""	567932359	660088620	760213043	588041967	710887342	329161649	603888643	714084795
"7971"	""	567950779	660111560	760216827	588069017	710902851	329184855	603910522	714089973
"7972"	""	567969194	660134500	760220609	588096066	710918354	329208057	603932401	714095151
"7973"	""	567987609	660157438	760224388	588123113	710933842	329231259	603954279	714100325
"7974"	""	568006020	660180361	760228166	588150158	710949329	329254458	603976155	714105498
"7975"	""	568024427	660203284	760231944	588177203	710964810	329277655	603998028	714110670
"7976"	""	568042833	660226206	760235721	588204248	710980284	329300852	604019892	714115840
"7977"	""	568061236	660249127	760239496	588231287	710995756	329324048	604041756	714121010
"7978"	""	568079634	660272048	760243270	588258322	711011222	329347243	604063616	714126180
"7979"	""	568098031	660294959	760247044	588285350	711026681	329370436	604085472	714131350
"7980"	""	568116426	660317868	760250817	588312362	711042133	329393627	604107325	714136519
"7981"	""	568134808	660340776	760254590	588339365	711057584	329416818	604129171	714141688
"7982"	""	568153183	660363680	760258361	588366364	711073028	329440006	604151017	714146855
"7983"	""	568171553	660386579	760262129	588393353	711088470	329463191	604172856	714152013
"7984"	""	568189915	660409466	760265897	588420340	711103911	329486370	604194695	714157167
"7985"	""	568208276	660432348	760269662	588447327	711119342	329509545	604216532	714162318
"7986"	""	568226637	660455218	760273426	588474310	711134773	329532718	604238359	714167463
"7987"	""	568244993	660478087	760277189	588501293	711150199	329555890	604260167	714172605
"7988"	""	568263343	660500952	760280952	588528274	711165613	329579060	604281973	714177747
"7989"	""	568281693	660523814	760284714	588555253	711181023	329602229	604303770	714182887
"7990"	""	568300043	660546643	760288476	588582229	711196426	329625398	604325564	714188027
"7991"	""	568318393	660569469	760292238	588609203	711211823	329648564	604347357	714193166
"7992"	""	568336738	660592287	760295999	588636168	711227220	329671730	604369147	714198305
"7993"	""	568355081	660615097	760299758	588663124	711242608	329694893	604390932	714203440
"7994"	""	568373424	660637903	760303515	588690079	711257994	329718055	604412716	714208564
"7995"	""	568391765	660660695	760307271	588717024	711273377	329741214	604434499	714213685
"7996"	""	568410104	660683476	760311026	588743966	711288747	329764368	604456281	714218803
"7997"	""	568428443	660706248	760314779	588770905	711304116	329787521	604478054	714223919
"7998"	""	568446771	660729008	760318531	588797841	711319479	329810672	604499820	714229028
"7999"	""	568465098	660751767	760322280	588824776	711334835	329833823	604521578	714234136
"8000"	""	568483422	660774519	760326029	588851710	711350189	329856973	604543336	714239243
"8001"	""	568501743	660797268	760329776	588878640	711365533	329880123	604565093	714244349
"8002"	""	568520060	660820014	760333522	588905561	711380876	329903270	604586848	714249452
"8003"	""	568538368	660842758	760337267	588932482	711396215	329926417	604608602	714254554
"8004"	""	568556671	660865492	760341011	588959400	711411547	329949559	604630345	714259656
"8005"	""	568574973	660888225	760344754	588986317	711426863	329972700	604652081	714264756
"8006"	""	568593270	660910951	760348497	589013234	711442179	329995840	604673816	714269853
"8007"	""	568611561	660933674	760352238	589040136	711457493	330018973	604695548	714274950
"8008"	""	568629851	660956386	760355976	589067038	711472804	330042106	604717278	714280046
"8009"	""	568648128	660979097	760359713	589093934	711488112	330065238	604739001	714285141
"8010"	""	568666404	661001803	760363449	589120820	711503417	330088370	604760717	714290233
"8011"	""	568684678	661024490	760367185	589147705	711518717	330111501	604782432	714295324
"8012"	""	568702951	661047169	760370919	589174590	711534012	330134630	604804145	714300414
"8013"	""	568721223	661069845	760374645	589201468	711549305	330157756	604825851	714305503
"8014"	""	568739494	661092517	760378368	589228339	711564594	330180882	604847554	714310590
"8015"	""	568757764	661115185	760382090	589255205	711579882	330204006	604869256	714315675
"8016"	""	568776032	661137852	760385810	589282066	711595165	330227129	604890954	714320758
"8017"	""	568794289	661160515	760389528	589308927	711610443	330250250	604912643	714325839
"8018"	""	568812546	661183162	760393241	589335778	711625718	330273371	604934331	714330920
"8019"	""	568830793	661205803	760396953	589362619	711640985	330296491	604956012	714335998
"8020"	""	568849033	661228442	760400663	589389459	711656251	330319608	604977690	714341076
"8021"	""	568867268	661251072	760404368	589416295	711671513	330342725	604999365	714346149
"8022"	""	568885492	661273699	760408069	589443130	711686775	330365840	605021022	714351221
"8023"	""	568903704	661296314	760411770	589469964	711702024	330388952	605042677	714356285
"8024"	""	568921915	661318929	760415471	589496792	711717268	330412055	605064329	714361349
"8025"	""	568940122	661341536	760419172	589523617	711732509	330435158	605085965	714366413
"8026"	""	568958324	661364142	760422873	589550440	711747746	330458258	605107590	714371470
"8027"	""	568976526	661386729	760426572	589577254	711762982	330481358	605129201	714376522
"8028"	""	568994726	661409315	760430270	589604057	711778217	330504458	605150794	714381571
"8029"	""	569012920	661431894	760433968	589630848	711793452	330527555	605172367	714386616
"8030"	""	569031114	661454472	760437665	589657631	711808685	330550650	605193933	714391661
"8031"	""	569049306	661477050	760441362	589684413	711823914	330573741	605215494	714396706
"8032"	""	569067497	661499626	760445058	589711193	711839111	330596831	605237054	714401749
"8033"	""	569085686	661522201	760448754	589737973	711854308	330619918	605258613	714406784
"8034"	""	569103872	661544769	760452449	589764752	711869501	330643005	605280169	714411817
"8035"	""	569122054	661567314	760456144	589791530	711884687	330666091	605301724	714416848
"8036"	""	569140231	661589850	760459835	589818308	711899869	330689175	605323275	714421872
"8037"	""	569158407	661612375	760463525	589845085	711915046	330712258	605344819	714426893
"8038"	""	569176581	661634899	760467214	589871861	711930209	330735340	605366354	714431911
"8039"	""	569194755	661657417	760470900	589898636	711945371	330758417	605387883	714436929
"8040"	""	569212925	661679932	760474585	589925410	711960529	330781494	605409411	714441945
"8041"	""	569231094	661702445	760478269	589952183	711975684	330804568	605430937	714446961
"8042"	""	569249259	661724957	760481952	589978956	711990838	330827641	605452452	714451975
"8043"	""	569267417	661747460	760485632	590005720	712005989	330850712	605473966	714456986
"8044"	""	569285570	661769947	760489309	590032472	712021140	330873780	605495475	714461995
"8045"	""	569303718	661792432	760492986	590059222	712036289	330896846	605516981	714467003
"8046"	""	569321864	661814916	760496662	590085971	712051438	330919910	605538484	714472010
"8047"	""	569340005	661837399	760500338	590112712	712066585	330942973	605559978	714477017
"8048"	""	569358130	661859881	760504014	590139430	712081729	330966031	605581452	714482022
"8049"	""	569376255	661882360	760507689	590166146	712096871	330989088	605602924	714487027
"8050"	""	569394370	661904838	760511361	590192855	712112011	331012140	605624393	714492029
"8051"	""	569412482	661927315	760515032	590219563	712127143	331035191	605645840	714497030
"8052"	""	569430585	661949787	760518703	590246265	712142272	331058240	605667287	714502029
"8053"	""	569448687	661972256	760522372	590272966	712157397	331081287	605688724	714507028
"8054"	""	569466787	661994725	760526040	590299664	712172516	331104329	605710151	714512026
"8055"	""	569484882	662017186	760529707	590326361	712187632	331127371	605731577	714517024
"8056"	""	569502971	662039645	760533373	590353058	712202747	331150409	605753001	714522020
"8057"	""	569521060	662062086	760537036	590379754	712217855	331173444	605774411	714527014
"8058"	""	569539148	662084520	760540698	590406444	712232961	331196474	605795819	714532008
"8059"	""	569557232	662106953	760544350	590433133	712248064	331219502	605817224	714537002
"8060"	""	569575314	662129375	760548000	590459817	712263162	331242529	605838627	714541987
"8061"	""	569593395	662151797	760551646	590486494	712278260	331265551	605860000	714546971
"8062"	""	569611471	662174209	760555289	590513170	712293354	331288572	605881358	714551950
"8063"	""	569629543	662196617	760558930	590539844	712308445	331311592	605902715	714556928
"8064"	""	569647610	662219024	760562570	590566507	712323529	331334605	605924070	714561905
"8065"	""	569665670	662241430	760566208	590593153	712338608	331357618	605945424	714566881
"8066"	""	569683723	662263834	760569845	590619791	712353681	331380629	605966770	714571854
"8067"	""	569701774	662286237	760573479	590646428	712368748	331403638	605988110	714576825
"8068"	""	569719822	662308638	760577113	590673060	712383815	331426646	606009447	714581795
"8069"	""	569737869	662331020	760580744	590699691	712398882	331449650	606030780	714586765
"8070"	""	569755915	662353401	760584375	590726318	712413941	331472654	606052098	714591732
"8071"	""	569773953	662375780	760588005	590752937	712428990	331495657	606073415	714596692
"8072"	""	569791985	662398154	760591635	590779549	712444037	331518660	606094731	714601652
"8073"	""	569810017	662420521	760595264	590806154	712459083	331541661	606116044	714606611
"8074"	""	569828046	662442887	760598893	590832758	712474126	331564662	606137344	714611570
"8075"	""	569846070	662465249	760602522	590859349	712489164	331587663	606158643	714616526
"8076"	""	569864094	662487608	760606150	590885938	712504201	331610663	606179935	714621482
"8077"	""	569882115	662509962	760609778	590912522	712519236	331633657	606201227	714626438
"8078"	""	569900131	662532310	760613406	590939103	712534261	331656651	606222509	714631391
"8079"	""	569918147	662554657	760617033	590965676	712549280	331679645	606243790	714636342
"8080"	""	569936162	662576994	760620656	590992245	712564294	331702636	606265071	714641292
"8081"	""	569954176	662599312	760624279	591018810	712579307	331725626	606286345	714646242
"8082"	""	569972190	662621623	760627900	591045374	712594315	331748616	606307592	714651191
"8083"	""	569990200	662643924	760631518	591071926	712609321	331771606	606328835	714656138
"8084"	""	570008200	662666221	760635134	591098477	712624325	331794596	606350077	714661085
"8085"	""	570026200	662688496	760638747	591125027	712639322	331817584	606371319	714666031
"8086"	""	570044197	662710770	760642359	591151575	712654313	331840568	606392558	714670976
"8087"	""	570062181	662733030	760645970	591178119	712669303	331863549	606413794	714675921
"8088"	""	570080161	662755281	760649581	591204647	712684287	331886529	606435025	714680862
"8089"	""	570098139	662777528	760653189	591231175	712699268	331909506	606456244	714685799
"8090"	""	570116116	662799773	760656795	591257702	712714244	331932481	606477462	714690735
"8091"	""	570134089	662822014	760660399	591284227	712729216	331955455	606498674	714695671
"8092"	""	570152059	662844255	760664002	591310742	712744180	331978428	606519883	714700606
"8093"	""	570170026	662866496	760667604	591337256	712759143	332001401	606541090	714705538
"8094"	""	570187990	662888728	760671203	591363768	712774105	332024369	606562292	714710468
"8095"	""	570205953	662910956	760674797	591390279	712789065	332047337	606583493	714715397
"8096"	""	570223911	662933170	760678390	591416781	712804022	332070302	606604692	714720324
"8097"	""	570241868	662955384	760681983	591443282	712818973	332093264	606625885	714725251
"8098"	""	570259823	662977592	760685575	591469776	712833921	332116222	606647078	714730173
"8099"	""	570277777	662999794	760689167	591496265	712848863	332139180	606668270	714735094
"8100"	""	570295729	663021984	760692758	591522751	712863797	332162135	606689460	714740014
"8101"	""	570313675	663044168	760696348	591549232	712878728	332185090	606710649	714744934
"8102"	""	570331619	663066352	760699937	591575707	712893659	332208045	606731835	714749853
"8103"	""	570349548	663088534	760703525	591602181	712908585	332230998	606753013	714754772
"8104"	""	570367477	663110712	760707113	591628652	712923503	332253951	606774190	714759690
"8105"	""	570385405	663132884	760710700	591655114	712938413	332276900	606795364	714764608
"8106"	""	570403332	663155052	760714286	591681568	712953322	332299846	606816527	714769525
"8107"	""	570421258	663177219	760717871	591708006	712968230	332322791	606837690	714774442
"8108"	""	570439175	663199382	760721456	591734437	712983132	332345733	606858851	714779357
"8109"	""	570457072	663221541	760725040	591760867	712998024	332368672	606880011	714784268
"8110"	""	570474968	663243700	760728623	591787297	713012914	332391611	606901170	714789176
"8111"	""	570492855	663265847	760732206	591813722	713027803	332414547	606922327	714794084
"8112"	""	570510737	663287991	760735788	591840146	713042669	332437479	606943478	714798989
"8113"	""	570528603	663310116	760739369	591866567	713057533	332460410	606964628	714803894
"8114"	""	570546462	663332234	760742947	591892986	713072394	332483339	606985775	714808795
"8115"	""	570564314	663354348	760746521	591919405	713087248	332506264	607006915	714813696
"8116"	""	570582166	663376460	760750093	591945822	713102097	332529185	607028050	714818595
"8117"	""	570600016	663398570	760753660	591972239	713116945	332552102	607049178	714823493
"8118"	""	570617858	663420678	760757227	591998652	713131792	332575019	607070304	714828390
"8119"	""	570635696	663442783	760760793	592025065	713146638	332597934	607091420	714833286
"8120"	""	570653522	663464882	760764357	592051478	713161481	332620847	607112535	714838181
"8121"	""	570671348	663486973	760767921	592077889	713176314	332643760	607133648	714843074
"8122"	""	570689166	663509062	760771483	592104293	713191143	332666669	607154760	714847963
"8123"	""	570706982	663531150	760775044	592130693	713205972	332689576	607175854	714852851
"8124"	""	570724796	663553226	760778603	592157087	713220799	332712483	607196947	714857738
"8125"	""	570742610	663575287	760782159	592183471	713235625	332735388	607218037	714862624
"8126"	""	570760420	663597347	760785715	592209849	713250447	332758292	607239126	714867508
"8127"	""	570778221	663619406	760789270	592236225	713265265	332781193	607260212	714872390
"8128"	""	570796018	663641460	760792822	592262600	713280076	332804094	607281296	714877267
"8129"	""	570813811	663663512	760796373	592288973	713294883	332826994	607302374	714882142
"8130"	""	570831598	663685563	760799924	592315346	713309682	332849894	607323450	714887017
"8131"	""	570849382	663707611	760803475	592341713	713324478	332872792	607344523	714891891
"8132"	""	570867166	663729657	760807023	592368077	713339268	332895689	607365589	714896758
"8133"	""	570884948	663751700	760810570	592394440	713354054	332918585	607386652	714901624
"8134"	""	570902725	663773723	760814114	592420799	713368839	332941477	607407714	714906485
"8135"	""	570920501	663795742	760817656	592447153	713383620	332964368	607428775	714911343
"8136"	""	570938277	663817754	760821198	592473497	713398394	332987257	607449817	714916201
"8137"	""	570956052	663839761	760824739	592499836	713413165	333010145	607470847	714921054
"8138"	""	570973827	663861763	760828278	592526170	713427936	333033032	607491871	714925902
"8139"	""	570991599	663883762	760831814	592552497	713442706	333055902	607512893	714930750
"8140"	""	571009371	663905754	760835349	592578822	713457472	333078772	607533907	714935597
"8141"	""	571027141	663927745	760838884	592605143	713472233	333101642	607554920	714940442
"8142"	""	571044904	663949736	760842418	592631463	713486989	333124511	607575931	714945285
"8143"	""	571062661	663971721	760845952	592657765	713501743	333147378	607596933	714950128
"8144"	""	571080418	663993706	760849486	592684063	713516492	333170245	607617931	714954970
"8145"	""	571098166	664015688	760853018	592710346	713531240	333193112	607638928	714959809
"8146"	""	571115909	664037670	760856548	592736628	713545988	333215978	607659905	714964645
"8147"	""	571133641	664059641	760860070	592762909	713560717	333238842	607680881	714969480
"8148"	""	571151372	664081611	760863590	592789183	713575446	333261706	607701854	714974312
