Contig Number	heinz reference (2.40)	heinz (aplg ill 250+300+500+2k+3k+4k+5k)	habrochaites (aplg ill 170+2k)	habrochaites (aplg ill 170+500+2k)+(scarpa 454 8k+20k)	pennellii (aplg ill 170+2k)	pennellii (aplg ill 170+500+2k)+(scarpa 454 3k+8k+20k)	arcanum (clc ill 170+2k 454 8k+20k) non default	arcanum (aplg ill 170+2k)	arcanum (aplg ill 170+500+2k)+(scarpa 454 8k+20k)
"8149"	""	571169099	664103574	760867110	592815457	713590172	333284565	607722824	714979141
"8150"	""	571186817	664125536	760870628	592841729	713604897	333307424	607743785	714983968
"8151"	""	571204523	664147498	760874145	592867995	713619621	333330283	607764745	714988794
"8152"	""	571222227	664169456	760877660	592894257	713634345	333353138	607785701	714993620
"8153"	""	571239929	664191410	760881174	592920514	713649065	333375992	607806654	714998443
"8154"	""	571257627	664213364	760884682	592946767	713663785	333398845	607827605	715003264
"8155"	""	571275325	664235311	760888185	592973019	713678501	333421696	607848552	715008081
"8156"	""	571293016	664257257	760891688	592999271	713693211	333444543	607869498	715012898
"8157"	""	571310700	664279203	760895190	593025523	713707914	333467389	607890439	715017715
"8158"	""	571328379	664301147	760898690	593051773	713722614	333490233	607911379	715022532
"8159"	""	571346053	664323081	760902190	593078022	713737314	333513075	607932318	715027348
"8160"	""	571363725	664345014	760905688	593104268	713752003	333535916	607953251	715032164
"8161"	""	571381396	664366945	760909186	593130514	713766689	333558755	607974176	715036979
"8162"	""	571399062	664388864	760912683	593156759	713781370	333581594	607995095	715041789
"8163"	""	571416725	664410774	760916179	593183001	713796045	333604428	608016014	715046598
"8164"	""	571434388	664432684	760919675	593209242	713810716	333627260	608036932	715051407
"8165"	""	571452036	664454585	760923170	593235481	713825381	333650090	608057849	715056214
"8166"	""	571469683	664476485	760926662	593261712	713840043	333672919	608078748	715061021
"8167"	""	571487323	664498370	760930154	593287937	713854705	333695745	608099643	715065827
"8168"	""	571504959	664520247	760933646	593314143	713869361	333718570	608120531	715070633
"8169"	""	571522586	664542112	760937137	593340346	713884015	333741394	608141412	715075438
"8170"	""	571540212	664563972	760940627	593366545	713898665	333764217	608162293	715080242
"8171"	""	571557832	664585832	760944117	593392740	713913314	333787038	608183171	715085044
"8172"	""	571575444	664607690	760947606	593418932	713927956	333809857	608204032	715089846
"8173"	""	571593052	664629548	760951093	593445122	713942597	333832676	608224887	715094647
"8174"	""	571610654	664651403	760954578	593471307	713957237	333855494	608245740	715099444
"8175"	""	571628248	664673257	760958060	593497480	713971877	333878312	608266589	715104234
"8176"	""	571645830	664695110	760961538	593523635	713986515	333901129	608287434	715109024
"8177"	""	571663407	664716961	760965013	593549787	714001150	333923945	608308275	715113808
"8178"	""	571680976	664738804	760968488	593575938	714015785	333946761	608329107	715118592
"8179"	""	571698542	664760644	760971962	593602089	714030419	333969569	608349937	715123374
"8180"	""	571716108	664782480	760975435	593628238	714045053	333992377	608370764	715128155
"8181"	""	571733674	664804315	760978907	593654386	714059687	334015185	608391581	715132930
"8182"	""	571751235	664826149	760982378	593680530	714074319	334037990	608412397	715137704
"8183"	""	571768795	664847983	760985847	593706672	714088949	334060795	608433212	715142477
"8184"	""	571786352	664869801	760989314	593732810	714103573	334083595	608454025	715147244
"8185"	""	571803902	664891618	760992780	593758947	714118196	334106394	608474833	715152011
"8186"	""	571821442	664913434	760996242	593785084	714132819	334129192	608495634	715156775
"8187"	""	571838979	664935248	760999704	593811220	714147425	334151989	608516430	715161537
"8188"	""	571856514	664957059	761003166	593837330	714162028	334174785	608537223	715166299
"8189"	""	571874048	664978863	761006626	593863439	714176622	334197581	608558009	715171059
"8190"	""	571891574	665000662	761010086	593889547	714191214	334220377	608578788	715175817
"8191"	""	571909100	665022458	761013545	593915651	714205805	334243172	608599565	715180572
"8192"	""	571926593	665044242	761017003	593941754	714220395	334265965	608620334	715185327
"8193"	""	571944082	665066024	761020460	593967857	714234983	334288758	608641100	715190082
"8194"	""	571961565	665087806	761023917	593993957	714249570	334311545	608661866	715194836
"8195"	""	571979045	665109584	761027373	594020054	714264154	334334327	608682629	715199589
"8196"	""	571996520	665131347	761030828	594046150	714278725	334357106	608703381	715204338
"8197"	""	572013994	665153103	761034283	594072238	714293292	334379880	608724129	715209085
"8198"	""	572031466	665174851	761037737	594098325	714307849	334402654	608744875	715213826
"8199"	""	572048933	665196592	761041190	594124410	714322401	334425426	608765619	715218567
"8200"	""	572066392	665218329	761044642	594150483	714336947	334448197	608786360	715223302
"8201"	""	572083848	665240063	761048092	594176554	714351486	334470963	608807098	715228036
"8202"	""	572101303	665261791	761051541	594202619	714366017	334493726	608827835	715232770
"8203"	""	572118757	665283518	761054986	594228677	714380546	334516487	608848571	715237499
"8204"	""	572136205	665305244	761058430	594254735	714395071	334539248	608869304	715242227
"8205"	""	572153651	665326970	761061870	594280783	714409592	334562008	608890014	715246955
"8206"	""	572171097	665348694	761065309	594306827	714424109	334584766	608910723	715251677
"8207"	""	572188542	665370417	761068746	594332863	714438626	334607522	608931432	715256395
"8208"	""	572205987	665392139	761072180	594358896	714453140	334630277	608952135	715261112
"8209"	""	572223429	665413858	761075614	594384926	714467648	334653032	608972835	715265829
"8210"	""	572240869	665435573	761079047	594410937	714482155	334675785	608993534	715270544
"8211"	""	572258308	665457279	761082480	594436946	714496660	334698536	609014227	715275259
"8212"	""	572275739	665478982	761085910	594462951	714511161	334721286	609034916	715279972
"8213"	""	572293162	665500678	761089340	594488953	714525659	334744036	609055583	715284684
"8214"	""	572310568	665522363	761092767	594514947	714540157	334766775	609076247	715289392
"8215"	""	572327972	665544044	761096194	594540935	714554649	334789512	609096903	715294099
"8216"	""	572345346	665565719	761099616	594566917	714569139	334812246	609117545	715298805
"8217"	""	572362714	665587390	761103038	594592897	714583628	334834978	609138181	715303511
"8218"	""	572380078	665609055	761106457	594618876	714598113	334857705	609158815	715308217
"8219"	""	572397435	665630720	761109875	594644854	714612597	334880429	609179438	715312917
"8220"	""	572414783	665652378	761113293	594670831	714627077	334903150	609200040	715317616
"8221"	""	572432131	665674026	761116711	594696808	714641555	334925871	609220640	715322315
"8222"	""	572449477	665695666	761120129	594722784	714656032	334948590	609241238	715327013
"8223"	""	572466821	665717305	761123546	594748760	714670500	334971309	609261834	715331711
"8224"	""	572484154	665738942	761126961	594774732	714684968	334994027	609282428	715336409
"8225"	""	572501484	665760577	761130375	594800704	714699431	335016743	609303019	715341105
"8226"	""	572518805	665782212	761133789	594826676	714713892	335039457	609323609	715345800
"8227"	""	572536126	665803838	761137200	594852646	714728350	335062170	609344199	715350493
"8228"	""	572553436	665825464	761140610	594878602	714742806	335084882	609364783	715355186
"8229"	""	572570744	665847085	761144020	594904557	714757261	335107590	609385351	715359877
"8230"	""	572588051	665868706	761147429	594930508	714771715	335130298	609405911	715364565
"8231"	""	572605350	665890316	761150837	594956452	714786167	335153005	609426464	715369244
"8232"	""	572622649	665911915	761154242	594982395	714800618	335175706	609447011	715373922
"8233"	""	572639948	665933508	761157644	595008324	714815068	335198405	609467556	715378599
"8234"	""	572657247	665955100	761161046	595034252	714829517	335221103	609488100	715383275
"8235"	""	572674544	665976690	761164447	595060176	714843956	335243799	609508640	715387949
"8236"	""	572691840	665998266	761167845	595086098	714858395	335266493	609529169	715392616
"8237"	""	572709131	666019830	761171242	595112015	714872831	335289186	609549696	715397282
"8238"	""	572726420	666041393	761174638	595137927	714887265	335311878	609570218	715401947
"8239"	""	572743708	666062956	761178034	595163834	714901696	335334569	609590739	715406609
"8240"	""	572760975	666084513	761181430	595189740	714916127	335357260	609611255	715411269
"8241"	""	572778235	666106069	761184825	595215645	714930552	335379944	609631769	715415928
"8242"	""	572795493	666127621	761188220	595241549	714944974	335402628	609652281	715420583
"8243"	""	572812737	666149170	761191612	595267450	714959392	335425310	609672792	715425235
"8244"	""	572829981	666170713	761195003	595293351	714973808	335447991	609693301	715429886
"8245"	""	572847224	666192252	761198393	595319246	714988217	335470672	609713809	715434536
"8246"	""	572864467	666213791	761201782	595345135	715002619	335493349	609734315	715439184
"8247"	""	572881707	666235325	761205171	595371024	715017018	335516023	609754820	715443831
"8248"	""	572898942	666256859	761208556	595396910	715031411	335538695	609775323	715448468
"8249"	""	572916175	666278385	761211941	595422793	715045790	335561366	609795823	715453102
"8250"	""	572933401	666299909	761215323	595448673	715060168	335584037	609816322	715457735
"8251"	""	572950625	666321420	761218703	595474553	715074543	335606706	609836821	715462368
"8252"	""	572967846	666342927	761222082	595500426	715088914	335629374	609857320	715467000
"8253"	""	572985064	666364430	761225459	595526295	715103281	335652039	609877818	715471632
"8254"	""	573002282	666385924	761228833	595552162	715117647	335674704	609898315	715476264
"8255"	""	573019496	666407401	761232207	595578023	715132013	335697368	609918810	715480894
"8256"	""	573036704	666428876	761235581	595603877	715146378	335720031	609939301	715485522
"8257"	""	573053911	666450349	761238953	595629730	715160743	335742694	609959788	715490149
"8258"	""	573071111	666471814	761242325	595655577	715175094	335765353	609980272	715494773
"8259"	""	573088304	666493276	761245696	595681420	715189443	335788011	610000753	715499393
"8260"	""	573105495	666514732	761249063	595707261	715203791	335810667	610021233	715504013
"8261"	""	573122674	666536181	761252428	595733099	715218138	335833323	610041711	715508632
"8262"	""	573139848	666557623	761255792	595758936	715232485	335855977	610062179	715513250
"8263"	""	573157012	666579062	761259156	595784773	715246831	335878628	610082645	715517868
"8264"	""	573174171	666600499	761262520	595810603	715261165	335901279	610103111	715522484
"8265"	""	573191320	666621934	761265882	595836432	715275498	335923928	610123577	715527100
"8266"	""	573208468	666643366	761269242	595862261	715289830	335946577	610144042	715531713
"8267"	""	573225612	666664796	761272601	595888089	715304159	335969224	610164504	715536326
"8268"	""	573242754	666686224	761275958	595913914	715318487	335991869	610184963	715540938
"8269"	""	573259890	666707647	761279313	595939721	715332808	336014513	610205412	715545550
"8270"	""	573277023	666729069	761282667	595965528	715347120	336037157	610225861	715550160
"8271"	""	573294123	666750489	761286021	595991331	715361432	336059801	610246298	715554769
"8272"	""	573311209	666771896	761289374	596017134	715375740	336082439	610266731	715559376
"8273"	""	573328288	666793302	761292726	596042936	715390045	336105075	610287156	715563975
"8274"	""	573345366	666814706	761296077	596068733	715404346	336127710	610307578	715568572
"8275"	""	573362437	666836103	761299428	596094528	715418645	336150343	610327998	715573166
"8276"	""	573379504	666857489	761302778	596120321	715432932	336172976	610348415	715577759
"8277"	""	573396559	666878865	761306126	596146109	715447213	336195606	610368829	715582351
"8278"	""	573413614	666900233	761309473	596171887	715461493	336218235	610389228	715586940
"8279"	""	573430666	666921601	761312820	596197660	715475773	336240862	610409625	715591527
"8280"	""	573447716	666942959	761316167	596223428	715490037	336263488	610430020	715596112
"8281"	""	573464764	666964309	761319513	596249195	715504295	336286113	610450402	715600694
"8282"	""	573481811	666985659	761322859	596274960	715518550	336308738	610470784	715605275
"8283"	""	573498853	667007008	761326204	596300721	715532803	336331362	610491161	715609856
"8284"	""	573515894	667028352	761329549	596326480	715547056	336353984	610511531	715614436
"8285"	""	573532924	667049694	761332894	596352236	715561307	336376605	610531898	715619015
"8286"	""	573549954	667071036	761336235	596377989	715575553	336399226	610552262	715623594
"8287"	""	573566982	667092374	761339575	596403741	715589794	336421845	610572622	715628171
"8288"	""	573584009	667113703	761342913	596429489	715604030	336444460	610592978	715632742
"8289"	""	573601028	667135031	761346248	596455232	715618264	336467074	610613331	715637312
"8290"	""	573618046	667156348	761349582	596480970	715632488	336489688	610633670	715641881
"8291"	""	573635062	667177663	761352915	596506705	715646708	336512302	610654004	715646448
"8292"	""	573652072	667198978	761356247	596532434	715660926	336534914	610674330	715651012
"8293"	""	573669079	667220292	761359578	596558156	715675144	336557526	610694655	715655575
"8294"	""	573686081	667241587	761362909	596583874	715689362	336580137	610714974	715660135
"8295"	""	573703083	667262876	761366238	596609589	715703579	336602747	610735287	715664692
